x,y
3.6285419227613627,10.039243456159811
5.932172601697323,19.3987116687998
3.9195021196418702,12.72709277325702
6.236992856766134,19.74156570976878
6.558146760571075,18.539552411862033
0.13585861678019673,0.06508716218063865
7.763356027377814,22.304116199988215
9.957544855553916,31.452834348956113
5.092878274174456,14.700134224165367
1.1166410338183064,1.6695746018299502
8.926425693214929,24.69617935478771
6.260769020437865,21.02411486812002
3.722490784799848,12.858181101434562
7.186592888929088,20.822552614434105
9.33494300636012,26.251558140175188
5.683525356697424,15.306575619848484
0.1875603916787849,-1.7855889947412051
1.4116888873672462,2.5584888499704475
7.899033773343547,25.37744572513856
0.39707852222457984,-0.40572806073307
8.517897020099982,27.110398913840022
3.9342976421609057,11.417077896649275
0.3269006385877038,4.433326061847646
1.0089388843655622,5.229190207751821
8.394732718221576,26.657272295612504
5.792524815468117,14.9516755728821
8.70460575435806,28.929824504075043
6.803892575974285,18.943198197240406
8.441750545616905,25.41910310000264
2.4541458286078797,5.320834833386961
0.5510230746660172,-0.8378051883268105
5.6956561056235975,17.426705777167037
0.6271082289881447,3.6402226128286337
1.762109767178599,5.81086915909899
7.657465838897009,19.76181264864684
5.216011207324832,17.63184768402418
8.828555197562194,22.267325949102897
5.415793895255864,14.497287794315408
6.1992688225022565,19.06222545316504
4.243720186557718,15.870574946930429
6.8389253210644005,20.19006222696777
2.88301242255773,10.419936162082942
3.7778365988866067,8.585571219854357
9.953322325913543,33.53623054850943
2.04332152719229,7.046347537442856
5.523717604584806,17.854335055969862
5.265927723966376,13.161994457473643
9.230269712536513,26.609357752108927
4.153590931781443,11.274393420642122
1.4956994820766867,3.7287956388153303
8.843029518316241,26.03270908868717
2.8950519292961685,8.137637718395412
7.136144512606716,24.472947486186335
7.689469073947761,20.824534887991796
1.2385615019866925,3.8564818598635378
9.224276032486776,27.667683935066584
0.7753469525371792,2.134935305692894
8.88060950246804,29.297989178973374
8.322835973358714,25.558882918247676
6.062265622893178,20.08901957874555
4.252026734468666,14.374175044726668
4.243662815821779,11.641201477641316
0.8771917011314068,1.8238043058147593
6.022690491748753,19.0180465456103
0.5269417100850182,0.5698944872760079
2.3813829612813278,8.178258270881017
2.8410172811461596,11.693685861973456
1.2853187316980275,1.7115800875638647
8.245098615749836,19.35688952666756
4.2439447311649054,12.579545655638874
1.6981096918340999,4.106975174742872
5.412552045896234,14.530771951669154
2.6731964340313774,5.849810526548827
4.726363081895789,15.152033628586047
9.69686356656742,27.767380233924317
2.1805694424825397,8.896638898894915
1.5959350154590735,2.3316643883382935
9.314253291547374,28.629775867139394
9.65228270238922,27.31387577519036
7.593229491772314,23.09170762461241
8.211508480104106,25.636051873940303
7.035542774538358,20.696525749614874
6.630505999452142,19.230462610033353
7.5734158975776715,24.667371349020964
1.5198008350355885,24.03107864385046
5.229216115320617,18.355689399876177
