x,y
3.8769987228559453,-0.4125414165829483
5.9577349002934,0.9437148324875848
5.138005450540101,0.7476004179841207
6.944919040074025,1.8743272799681472
6.5249674975339005,2.047146795752644
8.631168051759367,-2.686330700814368
5.898429987964796,2.0120063795301126
5.279733257220603,-0.10061818723131606
7.717201946728017,-0.9643975891685075
2.105414613165395,2.4422026659619034
1.0507611274010509,-1.9278523667450371
0.8551473272188803,1.8064690039543914
4.753326637135307,2.1684526003960416
3.7678132439923173,1.2001367808302321
1.796478335633931,-3.3018747102002517
3.4886809386989426,2.8659910603138568
6.690716801880975,-1.1524425928462816
7.0998394512485685,0.3525382601177056
7.3997537365566775,0.7835944482366426
3.0491823312207824,-2.579122081694822
0.20816718074859408,1.6641341676381662
7.620266893619471,2.3074097664763946
6.464837138785333,0.8354219266680885
4.641985773110543,-3.733333052556079
3.8093223033736443,-2.5945945749875032
7.056102073374299,0.6512721077643933
8.853166657002756,-1.912231784582637
1.5328992406503483,-3.237386173708428
2.508838815643051,1.8902774823123027
3.4894624810101904,2.0204403069097716
9.517837578906445,1.9954010596024971
0.7224933887385565,2.906823335666874
4.6383669501003535,0.7878045384055063
2.8438624783389335,-2.7434103655247335
8.556754018922312,-2.688714594800662
9.064070392191589,0.2852788785808211
8.790608779801438,1.3406011540063631
4.2232041934623075,-3.5465735518709494
0.9096473796661775,1.3649626273681341
5.895126992894534,-2.992013222530644
6.06331986264045,-1.4985432348448078
2.8223168074063656,2.7222997653476284
1.201718087411,1.6662363466055903
3.399395097812511,-0.5264533264625476
0.5942532514688204,0.14053639192197553
9.887906119541748,-2.0031776455127703
0.2571828331889159,-0.2885558975782062
3.8264703296992373,-1.9787751928185346
6.024785658977361,1.7000538513453347
1.8495097470669075,2.9909422731052278
3.7250788967642,3.269073565557453
9.57446872447214,-1.1686212158385916
5.977971698737594,0.14750723862065174
9.911221884434044,-1.2465683316215292
9.443019952765756,-1.8609064980374874
8.110587102091419,1.1026216703396254
